class_id,class_name
234,n02094258
235,n02106030
236,n03929855
237,n03131574
238,n03388183
239,n03840681
240,n02494079
241,n02443484
242,n03100240
243,n02097130
244,n02808440
245,n02174001
246,n02493793
247,n02807133
248,n03425413
249,n02109047
250,n01632458
251,n03127747
252,n03992509
253,n01616318
254,n01532829
255,n04367480
256,n02119789
257,n06359193
258,n07873807
259,n03180011
260,n02051845
261,n04591157
262,n02326432
263,n03633091
264,n04350905
265,n03887697
266,n04209239
267,n02091032
268,n02091831
269,n02488702
270,n06874185
271,n07684084
272,n03485407
273,n02101006
274,n03014705
275,n02123045
276,n12057211
277,n04596742
278,n03452741
279,n04347754
280,n03495258
281,n04235860
282,n02110806
283,n02066245
284,n04423845
285,n04133789
286,n04552348
287,n03584254
288,n04311174
289,n02229544
290,n03958227
291,n03291819
292,n03207941
293,n03877845
294,n07720875
295,n03642806
296,n04579432
297,n04090263
298,n04179913
299,n01843065
300,n02356798
301,n02777292
302,n04330267
303,n02699494
304,n03617480
305,n02117135
306,n02108422
307,n01950731
308,n02120079
309,n02787622
310,n15075141
311,n02776631
312,n03908714
313,n01641577
314,n02119022
315,n01675722
316,n03773504
317,n02814860
318,n03544143
319,n01797886
320,n03207743
321,n03950228
322,n02137549
323,n01773549
324,n02132136
325,n02442845
326,n02102177
327,n02794156
328,n02123394
329,n01796340
330,n07248320
331,n07875152
332,n02094114
333,n01729322
334,n03868863
335,n03018349
336,n03697007
337,n03218198
338,n02105505
339,n02123597
340,n03325584
341,n02487347
342,n13054560
343,n03444034
344,n02097298
345,n02100236
346,n02130308
347,n07590611
348,n04201297
349,n04536866
350,n02018795
351,n02749479
352,n07695742
353,n01773157
354,n01514859
355,n02092002
356,n01580077
357,n12620546
358,n02690373
359,n02113186
360,n03201208
361,n01917289
362,n04026417
363,n02790996
364,n04584207
365,n03933933
366,n01877812
367,n03494278
368,n04005630
369,n02098105
370,n04456115
371,n02190166
372,n04317175
373,n03584829
374,n04476259
375,n07871810
376,n02128385
377,n03857828
378,n03782006
379,n02002556
380,n04366367
381,n02167151
382,n03337140
383,n01847000
384,n03838899
385,n03447721
386,n02094433
387,n01534433
388,n01531178
389,n03496892
390,n02607072
391,n02091244
392,n04532670
393,n03075370
394,n02231487
395,n02443114
396,n02504013
397,n03717622
398,n03888257
399,n02113023
400,n03481172
401,n03761084
402,n03400231
403,n02134084
404,n04344873
405,n03788195
406,n02280649
407,n03384352
408,n02840245
409,n02105162
410,n04346328
411,n04371774
412,n03223299
413,n02526121
414,n02111500
415,n01855032
416,n02009912
417,n04487394
418,n04409515
419,n03866082
420,n03770679
421,n03085013
422,n01806567
423,n09835506
424,n02105251
425,n01744401
426,n02999410
427,n03982430
428,n01770081
429,n03670208
430,n04399382
431,n01737021
432,n01484850
433,n03623198
434,n02704792
435,n04277352
436,n03272562
437,n03666591
438,n04229816
439,n03461385
440,n03485794
441,n04209133
442,n04008634
443,n04357314
444,n07714571
445,n04429376
446,n01729977
447,n03594734
448,n04153751
449,n04579145
450,n04404412
451,n02106382
452,n03976657
453,n03888605
454,n02883205
455,n02219486
456,n01795545
457,n03793489
458,n01494475
459,n02086646
460,n02113712
461,n07742313
462,n03769881
463,n03347037
464,n03924679
465,n03393912
466,n02095570
467,n03983396
468,n02033041
469,n02107683
470,n02445715
471,n04254120
472,n04517823
473,n02988304
474,n04120489
475,n04081281
476,n12267677
477,n02747177
478,n04070727
479,n03733805
480,n03443371
481,n01968897
482,n02410509
483,n02013706
484,n03457902
485,n02971356
486,n04286575
487,n02417914
488,n04392985
489,n04467665
490,n02169497
491,n02815834
492,n01775062
493,n04483307
494,n03179701
495,n02088094
496,n02134418
497,n02793495
498,n04251144
499,n07711569
500,n04355933
501,n01644900
502,n04258138
503,n02879718
504,n03535780
505,n01855672
506,n02112350
507,n04372370
508,n02105412
509,n10148035
510,n03956157
511,n02018207
512,n02536864
513,n02091635
514,n04023962
515,n02687172
516,n09472597
517,n04479046
518,n13052670
519,n02791270
520,n04118538
521,n02669723
522,n02504458
523,n02447366
524,n01883070
525,n07734744
526,n03259280
527,n04086273
528,n01667114
529,n04069434
530,n04442312
531,n01693334
532,n04228054
533,n03089624
534,n03534580
535,n07615774
536,n03710721
537,n01986214
538,n01440764
539,n02917067
540,n01910747
541,n02422106
542,n04149813
543,n03095699
544,n02484975
545,n02423022
546,n02281406
547,n04243546
548,n03854065
549,n01514668
550,n02797295
551,n02129604
552,n02870880
553,n04487081
554,n02165456
555,n04252225
556,n02493509
557,n01990800
558,n03763968
559,n02102480
560,n02106662
561,n04557648
562,n04380533
563,n03459775
564,n03837869
565,n02107312
566,n04204347
567,n03424325
568,n04465501
569,n03706229
570,n01776313
571,n04252077
572,n02782093
573,n02264363
574,n02319095
575,n02114712
576,n02606052
577,n02006656
578,n03764736
579,n04592741
580,n02727426
581,n02104029
582,n04141327
583,n02486410
584,n02096294
585,n01665541
586,n02966193
587,n04127249
588,n02071294
589,n01664065
590,n02361337
591,n03775071
592,n02268443
593,n03902125
594,n02098286
595,n01930112
596,n02489166
597,n04597913
598,n04239074
599,n02108000
600,n03394916
601,n03388043
602,n03935335
603,n03630383
604,n02481823
605,n04548280
606,n04004767
607,n03594945
608,n02730930
609,n02090379
610,n03938244
611,n02100583
612,n02490219
613,n02834397
614,n02109961
615,n03016953
616,n02102318
617,n03692522
618,n03197337
619,n02397096
620,n02510455
621,n04417672
622,n04296562
623,n02110341
624,n04044716
625,n01518878
626,n06794110
627,n02104365
628,n13040303
629,n01669191
630,n03062245
631,n03733281
632,n03590841
633,n02342885
634,n02398521
635,n03873416
636,n02892767
637,n02087046
638,n02869837
639,n04542943
640,n01860187
641,n02457408
642,n02415577
643,n04485082
644,n02172182
645,n03000247
646,n02396427
647,n06785654
648,n03759954
649,n03874599
650,n03255030
651,n02236044
652,n02100877
653,n03216828
654,n02123159
655,n04562935
656,n04525305
657,n02927161
658,n03787032
659,n03482405
660,n04152593
661,n02480495
662,n03733131
663,n02099267
664,n04040759
665,n07579787
666,n04325704
667,n03903868
668,n03814639
669,n02107142
670,n04254680
671,n02087394
672,n02093754
673,n03786901
674,n03977966
675,n13133613
676,n03776460
677,n03124170
678,n01695060
679,n02108551
680,n03372029
681,n03595614
682,n01734418
683,n07717556
684,n02788148
685,n02089078
686,n02028035
687,n01622779
688,n07745940
689,n02909870
690,n03404251
691,n04540053
692,n01828970
693,n04523525
694,n02799071
695,n02112018
696,n02093647
697,n04509417
698,n02395406
699,n01768244
700,n04259630
701,n01689811
702,n02974003
703,n03877472
704,n03781244
705,n04604644
706,n02977058
707,n02795169
708,n03450230
709,n04118776
710,n03240683
711,n02317335
712,n03124043
713,n02666196
714,n03944341
715,n02233338
716,n02101556
717,n02492035
718,n04553703
719,n02454379
720,n02930766
721,n02444819
722,n07760859
723,n07892512
724,n01819313
725,n01687978
726,n07749582
727,n02088466
728,n01753488
729,n01697457
730,n03483316
731,n03841143
732,n09332890
733,n02106550
734,n03476991
735,n01443537
736,n03814906
737,n02497673
738,n02114367
739,n02841315
740,n03344393
741,n01944390
742,n02346627
743,n03063689
744,n04522168
745,n02676566
746,n09421951
747,n02093256
748,n01824575
749,n01592084
750,n01630670
751,n04326547
752,n03995372
753,n01981276
754,n02514041
755,n03680355
756,n03492542
757,n03532672
758,n03961711
759,n02769748
760,n02422699
761,n02708093
762,n03530642
763,n02007558
764,n02086240
765,n04560804
766,n02906734
767,n04599235
768,n07753592
769,n02325366
770,n03770439
771,n07754684
772,n02939185
773,n04273569
774,n04458633
775,n02105056
776,n03065424
777,n02859443
778,n03929660
779,n03804744
780,n03208938
781,n04505470
782,n03379051
783,n04447861
784,n01735189
785,n03133878
786,n02097658
787,n02012849
788,n02268853
789,n03709823
790,n03388549
791,n04370456
792,n02979186
793,n03045698
794,n03884397
795,n04548362
796,n04589890
797,n01629819
798,n07753275
799,n04311004
800,n01985128
801,n01817953
802,n03777568
803,n04033995
804,n01756291
805,n03627232
806,n02206856
807,n03602883
808,n04136333
809,n02089867
810,n02096437
811,n04398044
812,n01728572
813,n09428293
814,n04507155
815,n04146614
816,n03792782
817,n04204238
818,n04099969
819,n03032252
820,n04525038
821,n04554684
822,n04141076
823,n01914609
824,n03743016
825,n01748264
826,n03976467
827,n04049303
828,n01955084
829,n04009552
830,n03126707
831,n02483362
832,n03720891
833,n02105641
834,n02480855
835,n01682714
836,n02256656
837,n03916031
838,n03947888
839,n04125021
840,n09246464
841,n02865351
842,n02102040
843,n03314780
844,n02965783
845,n04461696
846,n07768694
847,n02097209
848,n02488291
849,n03908618
850,n02017213
851,n02099601
852,n01698640
853,n04418357
854,n01983481
855,n03527444
856,n02321529
857,n02110958
858,n04550184
859,n01820546
860,n02099712
861,n12768682
862,n04335435
863,n01980166
864,n01530575
865,n02111277
866,n04263257
867,n02097047
868,n02109525
869,n02086910
870,n02835271
871,n02978881
872,n02701002
873,n02115641
874,n04328186
875,n03843555
876,n07802026
877,n02009229
878,n03445924
879,n02860847
880,n04074963
881,n02437312
882,n02085936
883,n02825657
884,n03729826
885,n03417042
886,n01685808
887,n03000134
888,n03649909
889,n03188531
890,n03980874
891,n01798484
892,n03788365
893,n02672831
894,n02441942
895,n01742172
896,n04591713
897,n02843684
898,n01843383
899,n04039381
900,n01833805
901,n01784675
902,n02090721
903,n01882714
904,n02128757
905,n03538406
906,n07930864
907,n04116512
908,n09256479
909,n03796401
910,n07860988
911,n04462240
912,n02980441
913,n02124075
914,n03297495
915,n02226429
916,n03930313
917,n01601694
918,n04332243
919,n03110669
920,n01728920
921,n02279972
922,n03026506
923,n03125729
924,n02088364
925,n02437616
926,n09229709
927,n02877765
928,n07584110
929,n02096177
930,n02948072
931,n02127052
932,n04208210
933,n02992529
934,n07565083
935,n11939491
936,n02177972
937,n03658185
938,n03187595
939,n02125311
940,n01632777
941,n02981792
942,n02364673
943,n03691459
944,n03832673
945,n03196217
946,n02088632
947,n02277742
948,n02108915
949,n02281787
950,n03447447
951,n07831146
952,n04065272
953,n03899768
954,n02408429
955,n02895154
956,n03134739
957,n02509815
958,n02963159
959,n03868242
960,n07730033
961,n04131690
962,n04486054
963,n02817516
964,n02097474
965,n01924916
966,n02056570
967,n03662601
968,n02113624
969,n03710193
970,n04141975
971,n03690938
972,n04482393
973,n02099429
974,n02085782
975,n02910353
976,n07715103
977,n09399592
978,n03673027
979,n13037406
980,n02667093
981,n02088238
982,n02328150
983,n12998815
984,n03478589
985,n07718472
986,n03529860
987,n02091134
988,n03250847
989,n04376876
990,n02058221
991,n04265275
992,n02116738
993,n04192698
994,n03598930
995,n01774384
996,n04033901
997,n03290653
998,n02099849
999,n04285008
